DrugID,DrugName,CID,ChEBI_ID
613,Cefditoren,9870843,CHEBI:59343
614,Cefepime,5479537,CHEBI:478164
615,Cefetamet,5487888,CHEBI:135629
616,Cefixime,5362065,CHEBI:472657
617,Cefmenoxime,9570757,CHEBI:55490
618,Cefmetazole,42008,CHEBI:3489
619,Cefminox,71141,CHEBI:135817
620,Cefodizime,5361871,CHEBI:63214
621,Cefonicid,43594,CHEBI:3491
622,Cefoperazone,44187,CHEBI:3493
623,Ceforanide,43507,CHEBI:3495
624,Cefotaxime,5742673,CHEBI:204928
625,Cefotetan,53025,CHEBI:3499
626,Cefotiam,43708,CHEBI:355510
627,Cefoxitin,441199,CHEBI:209807
628,Cefozopran,9571080,CHEBI:3502
629,Cefpiramide,636405,CHEBI:59213
630,Cefpirome,5479539,CHEBI:3503
631,Cefpodoxime,6335986,CHEBI:3504
632,Cefprozil,62977,
633,Cefradine,38103,CHEBI:3547
634,Cefroxadine,5284529,CHEBI:31379
635,Cefsulodin,656575,CHEBI:3507
636,Ceftaroline fosamil,9852981,CHEBI:70718
637,Ceftazidime,5481173,CHEBI:3508
638,Ceftezole,65755,CHEBI:135716
639,Ceftibuten,5282242,CHEBI:3510
640,Ceftiofur,6328657,
641,Ceftizoxime,6533629,CHEBI:553473
642,Ceftobiprole,135413542,CHEBI:140407
643,Ceftobiprole medocaril,135413544,CHEBI:135968
644,Ceftolozane,53234134,CHEBI:134719
645,Ceftriaxone,5479530,CHEBI:29007
646,Cefuroxime,5479529,CHEBI:3515
647,Celecoxib,2662,CHEBI:41423
648,Celiprolol,2663,CHEBI:94461
649,Cenobamate,11962412,CHEBI:234112
650,Cephalexin,27447,CHEBI:3534
651,Cephaloglycin,19150,CHEBI:34613
652,Cephalosporin C,65536,CHEBI:15776
654,Cephalothin Group,46936680,
655,Ceritinib,57379345,CHEBI:78432
656,Cerium oxalate,165565,
657,Cerivastatin,446156,CHEBI:3558
658,Cerlapirdine,16071605,
659,Cethromycin,156417,
660,Cetirizine,2678,CHEBI:3561
661,Cevimeline,25137844,CHEBI:3568
662,Chloral hydrate,2707,CHEBI:28142
663,Chlorambucil,2708,CHEBI:28830
664,Chloramphenicol,5959,CHEBI:17698
665,Chloramphenicol succinate,656580,CHEBI:3606
666,Chlorcyclizine,2710,CHEBI:94402
667,Chlordiazepoxide,2712,CHEBI:94781
668,Chlorhexadol,19094,CHEBI:135097
669,Chloride ion,312,CHEBI:17996
670,Chlormadinone,5284533,
671,Chlormadinone acetate,9324,CHEBI:31394
672,Chlormezanone,2717,CHEBI:3619
673,Chloroform,6212,CHEBI:35255
674,Chloroprocaine,8612,CHEBI:3636
675,Chloropyramine,25295,CHEBI:94767
676,Chloroquine,2719,CHEBI:3638
677,Chlorothiazide,2720,CHEBI:3640
678,Chlorotrianisene,11289,CHEBI:3641
679,Chlorpheniramine,2725,CHEBI:52010
680,Chlorphenoxamine,6475,CHEBI:135288
681,Chlorphentermine,10007,CHEBI:3646
682,Chlorproethazine,65750,CHEBI:135464
683,Chlorproguanil,9571037,CHEBI:135192
684,Chlorpromazine,2726,CHEBI:3647
685,Chlorpropamide,2727,CHEBI:3650
686,Chlorprothixene,667467,CHEBI:50931
687,Chlorsulfaquinoxaline,72462,
688,Chlortetracycline,54675777,CHEBI:27644
689,Chlorzoxazone,2733,CHEBI:3655
690,Cholecalciferol,5280795,CHEBI:28940
691,Cholesterol,5997,CHEBI:16113
692,Cholic Acid,221493,CHEBI:16359
693,Choline,305,CHEBI:15354
694,Chromic cation,27668,CHEBI:49544
695,Chromium,23976,CHEBI:28073
696,Chromium picolinate,151932,
697,Cibenzoline,2747,CHEBI:135083
698,Ciclesonide,6918155,CHEBI:31397
699,Cicletanine,54910,CHEBI:135078
700,Ciclopirox,2749,CHEBI:453011
701,Cidofovir,60613,CHEBI:3696
702,Cidoxepin,667468,CHEBI:4710
703,Ciglitazone,2750,CHEBI:64227
704,Cilansetron,6918107,
705,Cilastatin,6435415,CHEBI:3697
706,Cilazapril,56330,CHEBI:3698
707,Cilazaprilat,64766,CHEBI:81005
708,Cilnidipine,5282138,CHEBI:31399
709,Cilostazol,2754,CHEBI:31401
710,Cimetidine,2756,CHEBI:3699
711,Cimetropium,20054871,CHEBI:135516
712,Cimicoxib,213053,CHEBI:76127
713,Cinacalcet,156419,CHEBI:48390
714,Cinazepam,629281,
715,Cinchocaine,3025,CHEBI:247956
716,Cinchophen,8593,CHEBI:114195
717,Cinitapride,68867,CHEBI:135642
718,Cinnamaldehyde,637511,CHEBI:16731
719,Cinnarizine,1547484,CHEBI:31403
720,Cinolazepam,3033621,CHEBI:59514
721,Cinoxacin,2762,CHEBI:3716
722,Ciprofibrate,2763,CHEBI:50867
723,Ciprofloxacin,2764,CHEBI:100241
724,Cirazoline,2765,CHEBI:92950
725,Cisapride,6917698,CHEBI:3720
726,Citalopram,2771,CHEBI:77397
727,Citrulline,9750,CHEBI:16349
728,Cladribine,20279,CHEBI:567361
729,Clarithromycin,84029,CHEBI:3732
730,Clavulanic acid,5280980,CHEBI:48947
731,Clemastine,26987,CHEBI:3738
732,Clenbuterol,2783,CHEBI:174690
733,Clevidipine,153994,CHEBI:135738
734,Clidinium,2784,CHEBI:3743
735,Clinafloxacin,60063,CHEBI:94459
736,Clindamycin,446598,
737,Clobazam,2789,CHEBI:31413
738,Clobetasol,5311051,CHEBI:205919
739,Clobetasol propionate,32798,CHEBI:31414
740,Clobetasone,71387,CHEBI:177795
741,Clocortolone,5311052,CHEBI:59582
742,Clocortolone acetate,11954353,CHEBI:177410
743,Clodronic acid,25419,CHEBI:110423
744,Clofarabine,119182,CHEBI:681569
745,Clofazimine,2794,CHEBI:3749
746,Clofedanol,2795,CHEBI:135207
747,Clofenamide,69594,CHEBI:31418
748,Clofibrate,2796,CHEBI:3750
749,Clofibride,160134,CHEBI:135401
750,Clomethiazole,10783,CHEBI:92875
751,Clometocillin,71807,CHEBI:131732
752,Clomifene,1548955,CHEBI:177766
753,Clomipramine,2801,CHEBI:47780
754,Clomocycline,54680675,CHEBI:59589
755,Clonazepam,2802,CHEBI:3756
756,Clonidine,2803,CHEBI:3757
757,Clonixin,28718,CHEBI:76200
758,Clopamide,12492,CHEBI:94521
759,Clopenthixol,12454,
760,Clopidogrel,60606,CHEBI:37941
761,Cloprednol,5284535,CHEBI:135619
762,Cloprostenol,5311053,CHEBI:177470
763,Cloranolol,65814,CHEBI:135217
764,Clorazepic acid,2809,CHEBI:3761
765,Clorexolone,16473,CHEBI:31421
766,Clorgiline,4380,CHEBI:3763
767,Cloricromen,68876,CHEBI:135628
768,Clorindione,70846,CHEBI:135057
769,Clorobiocin,54706138,
770,Clorsulon,43231,CHEBI:94811
771,Clostebol,68947,CHEBI:135372
772,Clothiapine,16351,CHEBI:31424
773,Clotiazepam,2811,CHEBI:31425
774,Clotrimazole,2812,CHEBI:3764
775,Cloxacillin,6098,CHEBI:49566
776,Cloxazolam,2816,CHEBI:31426
777,Clozapine,135398737,CHEBI:3766
778,Cobicistat,25151504,CHEBI:72291
779,Cobimetinib,16222096,CHEBI:90851
780,Cocaine,446220,CHEBI:27958
781,Codeine,5284371,CHEBI:16714
782,Colchicine,6167,CHEBI:27882
784,Combretastatin A4,5351344,CHEBI:181391
785,Conivaptan,151171,CHEBI:681850
786,Copanlisib,135565596,CHEBI:173077
787,Copper,23978,CHEBI:28694
788,Cordycepin,6303,CHEBI:29014
789,Corticosterone,5753,CHEBI:16827
790,Cortisone,222786,CHEBI:16962
791,Cortisone acetate,5745,CHEBI:3897
792,Cortivazol,66249,CHEBI:135820
793,Coumaphos,2871,CHEBI:3903
794,Coumarin,323,CHEBI:28794
795,Coumermycin A1,54675768,CHEBI:3907
796,Crenolanib,10366136,CHEBI:145365
797,Crizotinib,11626560,CHEBI:64310
798,Curcumin,969516,CHEBI:3962
799,Curcumin sulfate,66645351,CHEBI:189746
800,Cyamemazine,62865,CHEBI:135379
801,Cyanocobalamin,166596686,
802,Cyclacillin,19003,CHEBI:31444
803,Cyclandelate,2893,CHEBI:3988
804,Cyclic adenosine monophosphate,6076,CHEBI:17489
805,Cyclizine,6726,CHEBI:3994
806,Cyclobarbital,5838,CHEBI:134957
807,Cyclobenzaprine,2895,CHEBI:3996
808,Cycloguanil,9049,CHEBI:135029
809,Cyclohexylammonium Ion,1549093,CHEBI:42939
810,Cyclopentamine,7608,CHEBI:134766
811,Cyclopenthiazide,2904,CHEBI:91686
812,Cyclopentolate,2905,CHEBI:4024
813,Cyclophosphamide,2907,CHEBI:4027
814,Cyclopropane,6351,CHEBI:30365
815,Cycloserine,6234,CHEBI:40009
816,Cyclosporine,5284373,CHEBI:4031
817,Cyclothiazide,2910,CHEBI:31448
818,Cycrimine,2911,CHEBI:59692
819,Cymarin,441853,CHEBI:4037
820,Cyproheptadine,2913,CHEBI:4046
821,Cyproterone acetate,9880,CHEBI:50743
822,Cysteamine,6058,CHEBI:17141
823,Cytarabine,6253,CHEBI:28680
824,D-Levofloxacin,452723,CHEBI:46577
825,D-Phenylalanine,71567,CHEBI:16998
826,D-Tryptophan,9060,CHEBI:16296
827,D-chiro-Inositol,892,CHEBI:17268
828,DAR-0100A,6603820,CHEBI:124993
829,DL-Methylephedrine,64782,CHEBI:113556
830,DL-alpha-Tocopherol,2116,CHEBI:93909
831,DPDPE,104787,CHEBI:73356
832,Dabigatran,216210,CHEBI:70752
833,Dabigatran etexilate,135565674,
834,Dabrafenib,44462760,CHEBI:75045
835,Dacarbazine,135398738,CHEBI:177836
836,Daclatasvir,25154714,CHEBI:82977
837,Dacomitinib,11511120,CHEBI:132268
838,Dactinomycin,457193,CHEBI:27666
839,Dactolisib,11977753,CHEBI:71952
840,Daidzein,5281708,CHEBI:28197
841,Daidzin,107971,CHEBI:42202
842,Dalfampridine,1727,CHEBI:34385
843,Dalfopristin,6323289,CHEBI:4309
844,Danazol,28417,CHEBI:4315
845,Danicopan,118323590,CHEBI:231416
846,Danoprevir,11285588,CHEBI:230664
847,Dantrolene,6914273,
848,Dantron,2950,CHEBI:3682
849,Dapagliflozin,9887712,CHEBI:85078
850,Dapiprazole,3033538,CHEBI:51066
851,Dapoxetine,71353,CHEBI:135962
852,Daprodustat,91617630,CHEBI:229223
853,Dapsone,2955,CHEBI:4325
854,Daptomycin,21585658,
855,Darexaban,9912771,
856,Daridorexant,91801202,
857,Darifenacin,444031,CHEBI:391960
858,Darodipine,51701,
859,Darolutamide,67171867,
860,Darunavir,213039,CHEBI:367163
861,Dasabuvir,56640146,CHEBI:85182
862,Dasatinib,3062316,CHEBI:49375
863,Dasotraline,9947999,
864,Daunorubicin,30323,CHEBI:41977
865,Deacetoxycephalosporin C,160139,CHEBI:18229
866,Deacetylbisacodyl,69046,
867,Deanol,7902,CHEBI:271436
868,Debrisoquine,2966,CHEBI:34665
869,Decamethonium,2968,CHEBI:41934
870,Decamethoxine,118984404,
871,Decitabine,451668,CHEBI:50131
872,Deferasirox,214348,CHEBI:49005
873,Deferiprone,2972,CHEBI:68554
874,Deflazacort,189821,CHEBI:135720
875,Degarelix,16136245,CHEBI:135961
876,Dehydroascorbic acid,440667,CHEBI:27956
877,Dehydrocholic acid,6674,CHEBI:31459
878,Delafloxacin,487101,
879,Delamanid,6480466,CHEBI:134742
880,Delapril,5362116,CHEBI:135735
881,Delavirdine,5625,CHEBI:119573
882,Delorazepam,17925,CHEBI:135295
883,Delpazolid,44205191,
884,Demecarium,5966,CHEBI:59719
885,Demeclocycline,54680690,CHEBI:4392
886,Demecolcine,220401,CHEBI:4393
887,Demegestone,93057,CHEBI:135339
888,Deoxycholic acid,222528,CHEBI:28834
889,Deoxyepinephrine,4382,CHEBI:10554
890,Deoxyspergualin,91272,
891,Deptropine,203911,CHEBI:50189
892,Dequalinium,2993,CHEBI:41872
893,Deramciclane,119590,
894,Dermatan sulfate,32756,CHEBI:58465
895,Dersalazine,135484128,
896,Deserpidine,8550,CHEBI:27478
897,Desflurane,42113,CHEBI:4445
898,Desipramine,2995,CHEBI:47781
899,Deslanoside,28620,CHEBI:31468
900,Desloratadine,124087,CHEBI:291342
901,Desmopressin,5311065,CHEBI:4450
902,Desogestrel,40973,CHEBI:4453
903,Desomorphine,5362456,CHEBI:135119
904,Desonide,5311066,CHEBI:204734
905,Desoximetasone,5311067,CHEBI:691037
906,Desoxycorticosterone acetate,5952,CHEBI:34671
907,Desoxycorticosterone pivalate,11876263,CHEBI:50782
908,Desvenlafaxine,125017,CHEBI:83527
909,Detomidine,56032,
910,Deucravacitinib,134821691,
911,Deudextromethorphan,25052519,
912,Deudomperidone,153420471,
913,Deupirfenidone,25145077,
914,Deuruxolitinib,72704611,
915,Deutetrabenazine,73442840,
916,Deutivacaftor,71470491,
917,Dexamethasone acetate,236702,CHEBI:4463
918,Dexamethasone isonicotinate,16752,CHEBI:177639
919,Dexetimide,30843,CHEBI:135531
920,Dexfenfluramine,66265,CHEBI:439329
921,Dexibuprofen,39912,CHEBI:43415
922,Dexisometheptene mucate,76853225,
923,Dexketoprofen,667550,CHEBI:76128
924,Dexlansoprazole,9578005,CHEBI:135931
925,Dexloxiglumide,65937,CHEBI:135747
926,Dexmecamylamine,12358972,
927,Dexmedetomidine,5311068,CHEBI:4466
928,Dexmethylphenidate,154101,CHEBI:51860
929,Dexniguldipine,6918097,CHEBI:103932
930,Dexpanthenol,131204,CHEBI:27373
931,Dexpramipexole,59868,CHEBI:232420
932,Dexpropranolol,21138,CHEBI:8736
933,Dexrabeprazole,9906855,CHEBI:134729
934,Dexrazoxane,71384,CHEBI:50223
935,Dextilidine,30131,CHEBI:77822
936,Dextofisopam,204105,
937,Dextromethadone,643985,CHEBI:167308
938,Dextromoramide,92943,CHEBI:74274
939,Dextropropoxyphene,10100,CHEBI:51173
940,Dextrorphan,5360697,CHEBI:29133
941,Dextrothyroxine,8730,CHEBI:30659
942,Dexverapamil,65808,CHEBI:77734
943,Dezocine,3033053,CHEBI:4474
944,Diacerein,26248,CHEBI:94708
945,Diamorphine,5462328,CHEBI:27808
946,Dianhydrogalactitol,15942827,
947,Diatrizoate,2140,CHEBI:53691
948,Diazepam,3016,CHEBI:49575
949,Diazoxide,3019,CHEBI:4495
950,Dibekacin,470999,CHEBI:37945
951,Dibenzepin,9419,CHEBI:93394
952,Dibromotyrosine,67532,CHEBI:28335
953,Dichlorobenzyl alcohol,15684,CHEBI:48220
954,Dichlorvos,3039,CHEBI:34690
955,Diclofenac,3033,CHEBI:47381
956,Diclofenamide,3038,CHEBI:101085
957,Dicloxacillin,18381,CHEBI:4511
958,Dicoumarol,54676038,CHEBI:4513
959,Dicyclomine,3042,CHEBI:4514
960,Didanosine,135398739,CHEBI:490877
961,Didox,3045,CHEBI:184074
962,Dienestrol,667476,CHEBI:4518
963,Dienogest,68861,CHEBI:70708
964,Diethyl ether,3283,CHEBI:35702
965,Diethylcarbamazine,3052,CHEBI:4527
966,Diethylnorspermine,4282,CHEBI:231415
967,Diethylpropion,7029,CHEBI:4530
968,Diethylstilbestrol,448537,CHEBI:41922
969,Difemerine,165124,
970,Difenoxin,34328,CHEBI:4534
971,Difenpiramide,100472,CHEBI:76130
972,Diflorasone,71415,CHEBI:59750
973,Difloxacin,56206,CHEBI:4537
974,Diflunisal,3059,CHEBI:39669
975,Difluocortolone,11954369,CHEBI:135624
976,Difluprednate,443936,CHEBI:31485
977,Digitoxin,441207,CHEBI:28544
978,Digoxin,2724385,CHEBI:4551
980,Dihexyverine,21788,CHEBI:135367
981,Dihydralazine,10230,CHEBI:134841
982,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",3003157,
983,Dihydro-alpha-ergocryptine,114948,CHEBI:59919
984,Dihydrocodeine,5284543,CHEBI:135276
985,Dihydroergocornine,168871,CHEBI:59909
986,Dihydroergocristine,107715,CHEBI:59912
987,Dihydroergotamine,10531,CHEBI:4562
988,Dihydroetorphine,107765,
989,Dihydromorphine,5359421,CHEBI:4575
990,Dihydrostreptomycin,439369,CHEBI:38291
991,Dihydrotachysterol,5311071,CHEBI:4591
992,Diltiazem,39186,CHEBI:101278
993,Dimenhydrinate,10660,CHEBI:94848
994,Dimercaprol,3080,CHEBI:64198
995,Dimetacrine,94280,CHEBI:135233
996,Dimethyl fumarate,637568,CHEBI:76004
997,Dimethyl sulfoxide,679,CHEBI:28262
998,Dimethyltryptamine,6089,CHEBI:28969
999,Dimetindene,21855,CHEBI:135222
1000,Dimetotiazine,3089,CHEBI:135616
1001,Dinoprost,5280363,CHEBI:15553
1002,Dinoprostone,5280360,CHEBI:15551
1003,Diosmin,5281613,CHEBI:4631
1004,Diphemanil,6127,CHEBI:93636
1005,Diphenadione,6719,CHEBI:81896
1006,Diphenidol,3055,CHEBI:4638
1007,Diphenoxylate,13505,CHEBI:4639
1008,Diphenylpyraline,3103,CHEBI:59788
1009,Dipivefrin,3105,CHEBI:4646
1010,Diprenorphine,443408,CHEBI:4650
1011,Dipyridamole,3108,CHEBI:4653
1012,Dirithromycin,6473883,CHEBI:474014
1013,Diroximel fumarate,73330464,
1014,Disopyramide,3114,CHEBI:4657
1015,Distigmine,3116,CHEBI:80756
1016,Disulfiram,3117,CHEBI:4659
1017,Ditazole,29088,CHEBI:135383
1018,Ditiocarb,8987,CHEBI:144353
1019,Dixyrazine,17182,CHEBI:135695
1020,Dobutamine,36811,CHEBI:4670
1021,Docetaxel,148124,CHEBI:4672
1022,Doconexent,445580,CHEBI:28125
1023,Docusate,11339,CHEBI:534
1024,Dofetilide,71329,CHEBI:4681
1025,Dolasetron,3033818,CHEBI:94561
1026,Dolastatin 10,9810929,CHEBI:67357
1027,Dolutegravir,54726191,CHEBI:76010
1028,Domoic Acid,5282253,CHEBI:34727
1029,Dopamine,681,CHEBI:18243
1030,Dopexamine,55483,CHEBI:135507
1031,Doramectin,9832750,
1032,Doravirine,58460047,
1033,Dordaviprone,73777259,CHEBI:232328
1034,Doripenem,73303,CHEBI:135928
1035,Dorzolamide,5284549,CHEBI:4702
1036,Dosulepin,5284550,CHEBI:36803
1037,Dotarizine,55285,CHEBI:138033
1038,Dovitinib,135398510,CHEBI:91395
1039,Doxacurium,60169,
1040,Doxapram,3156,CHEBI:681848
1041,Doxazosin,3157,CHEBI:4708
1042,Doxefazepam,38668,CHEBI:82460
1043,Doxercalciferol,5281107,CHEBI:4712
1044,Doxifluridine,18343,CHEBI:31521
1045,Doxofylline,50942,CHEBI:94714
1046,Doxorubicin,31703,CHEBI:28748
1047,Doxycycline,54671203,CHEBI:50845
1048,Doxylamine,3162,CHEBI:51380
1049,Droloxifene,3033767,CHEBI:34731
1050,Dronabinol,16078,CHEBI:66964
1051,Dronedarone,208898,CHEBI:50659
1052,Droperidol,3168,CHEBI:4717
1053,Drospirenone,68873,CHEBI:50838
1054,Drostanolone propionate,224004,CHEBI:31523
1055,Drotebanol,5463863,CHEBI:31951
1056,Droxicam,65679,CHEBI:76133
1057,Droxidopa,92974,CHEBI:31524
1058,Duloxetine,60835,CHEBI:36795
1059,Durlobactam,89851852,CHEBI:229539
1060,Dutasteride,6918296,CHEBI:521033
1061,Dutogliptin,11253490,
1062,Duvelisib,50905713,CHEBI:131169
1063,Dyclonine,3180,CHEBI:4724
1064,Dydrogesterone,9051,CHEBI:31527
1065,Dyphylline,3182,CHEBI:4728
1066,Ebastine,3191,CHEBI:31528
1067,Ebselen,3194,CHEBI:77543
1068,Ecabet,65781,CHEBI:135593
1069,Ecgonine,91460,CHEBI:4743
1070,Echothiophate,10548,CHEBI:4753
1071,Ecopipam,107930,CHEBI:93645
1072,Edetate calcium disodium anhydrous,6093170,CHEBI:4757
1073,Edivoxetine,11186829,
1074,Edoxaban,10280735,CHEBI:85973
1075,Edrophonium,3202,CHEBI:251408
1076,Efaproxiral,122335,
1077,Efatutazone,9832447,
1078,Efavirenz,64139,CHEBI:119486
1079,Eflornithine,3009,CHEBI:41948
1080,Efonidipine,119171,CHEBI:146221
1081,Efrotomycin,135564847,
1082,Elacestrant,23642301,CHEBI:229213
1083,Elacridar,119373,
1084,Elafibranor,9864881,
1085,Elagolix,11250647,CHEBI:177453
1086,Elbasvir,71661251,CHEBI:132967
1087,Elcatonin,53395169,
1088,Eldecalcitol,6918141,CHEBI:73927
1089,Eletriptan,77993,CHEBI:50922
1090,Elexacaftor,134587348,CHEBI:234518
1091,Eliglustat,23652731,CHEBI:82752
1092,Ellagic acid,5281855,CHEBI:4775
1093,Elocalcitol,11396600,
1094,Elsamitrucin,5362259,CHEBI:222664
1095,Eltoprazine,65853,CHEBI:234413
1096,Eltrombopag,135449332,CHEBI:85010
1097,Eluxadoline,11250029,CHEBI:85980
1098,Elvitegravir,5277135,CHEBI:72289
1099,Emedastine,3219,CHEBI:4779
1100,Emepronium,34055,CHEBI:135169
1101,Emetine,10219,CHEBI:4781
1102,Emetonium iodide,80084,
1103,Emodin,3220,CHEBI:42223
1104,Emopamil,25202343,
1105,Empagliflozin,11949646,CHEBI:82720
1106,Emtricitabine,60877,CHEBI:31536
1107,Emylcamate,6526,CHEBI:134769
1108,Enalapril,5388962,CHEBI:4784
1109,Enalaprilat,5462501,CHEBI:4786
1110,Enasidenib,89683805,CHEBI:145374
1111,Encainide,48041,CHEBI:4788
1112,Encorafenib,50922675,
1113,Endralazine,47608,CHEBI:135105
1114,Enflurane,3226,CHEBI:4792
1115,Englitazone,6918151,
1116,Enibomal,18735,CHEBI:81294
1117,Enmetazobactam,23653540,
1118,Enoxacin,3229,CHEBI:157175
1119,Enoximone,53708,CHEBI:135010
1120,Enprostil,9978336,CHEBI:31538
1121,Enrofloxacin,71188,CHEBI:35720
1122,Ensartinib,56960363,
1123,Entacapone,5281081,CHEBI:4798
1124,Entecavir,135398508,CHEBI:473990
1125,Entinostat,4261,CHEBI:132082
1126,Entrectinib,25141092,CHEBI:195558
1127,Enviomycin,135565326,
1128,Enzalutamide,15951529,CHEBI:68534
1129,Epanolol,72014,CHEBI:4800
1130,Eperisone,3236,CHEBI:77070
1131,Ephedrine,9294,CHEBI:15407
1132,Epibatidine,854023,
1133,Epicillin,71392,CHEBI:58974
1134,Epicriptine,65667,CHEBI:135927
1135,Epimestrol,244809,CHEBI:34738
1136,Epinastine,3241,CHEBI:51032
1137,Epinephrine,5816,CHEBI:28918
1138,Epirizole,3242,CHEBI:31545
1139,Epitizide,15671,CHEBI:135688
1140,Eplerenone,443872,CHEBI:31547
1141,Eplivanserin,135456190,
1142,Epofolate,135566069,
1143,Epoprostenol,5282411,CHEBI:15552
1144,Epothilone D,447865,CHEBI:29579
1145,Eprinomectin,6450531,
1146,Eprosartan,5281037,CHEBI:4814
1147,Equilenin,444865,CHEBI:34739
1148,Equilin,223368,CHEBI:42309
1149,Equol,91469,CHEBI:34741
1150,Eravacycline,54726192,CHEBI:177804
1151,Erdafitinib,67462786,CHEBI:232556
1152,Ergocalciferol,5280793,CHEBI:28934
1153,Ergometrine,443884,CHEBI:4822
1154,Ergotamine,8223,CHEBI:64318
1155,Eribulin,11354606,CHEBI:63587
1156,Erlotinib,176870,CHEBI:114785
1157,Ertapenem,150610,CHEBI:404903
1158,Ertugliflozin,44814423,CHEBI:188719
1159,Erythrityl tetranitrate,5284553,CHEBI:60072
1160,Erythromycin,12560,CHEBI:42355
1161,Esculin,5281417,CHEBI:4853
1162,Esflurbiprofen,72099,CHEBI:42446
1163,Eslicarbazepine,9881504,CHEBI:174358
1164,Eslicarbazepine acetate,179344,CHEBI:87016
1165,Esmirtazapine,3085218,
1166,Esmolol,59768,CHEBI:88206
1167,Esomeprazole,9568614,CHEBI:50275
1168,Esreboxetine,65856,CHEBI:125535
1169,Estazolam,3261,CHEBI:4858
1170,Estetrol,27125,CHEBI:142773
1171,Estradiol,5757,CHEBI:16469
1172,Estradiol acetate,9818306,CHEBI:135981
1173,Estradiol benzoate,222757,CHEBI:77006
1174,Estradiol cypionate,9403,CHEBI:34745
1175,Estradiol dienanthate,165688,
1176,Estradiol valerate,13791,CHEBI:31561
1177,Estramustine,259331,CHEBI:4868
1178,Estramustine phosphate,259329,CHEBI:68643
1179,Estrone,5870,CHEBI:17263
1180,Estrone sulfate,3001028,CHEBI:17474
1181,Eszopiclone,969472,CHEBI:53760
1182,Etacrynic acid,3278,CHEBI:4876
1183,Etafedrine,94532,
1184,Etamiphylline,28329,CHEBI:135157
1185,Etanidazole,3276,CHEBI:75473
1186,Ethacizine,107841,CHEBI:134732
1187,Ethadione,10630,CHEBI:81296
1188,Ethambutol,14052,CHEBI:4877
1189,Ethanol,702,CHEBI:16236
1190,Ethchlorvynol,5281077,CHEBI:4882
1191,Ethenzamide,3282,CHEBI:31564
1192,Ethinylestradiol,5991,CHEBI:4903
1193,Ethionamide,2761171,CHEBI:4885
1194,Ethosuximide,3291,CHEBI:4887
1195,Ethotoin,3292,CHEBI:4888
1196,Ethoxzolamide,3295,CHEBI:101096
1197,Ethyl biscoumacetate,54685524,CHEBI:135659
1198,Ethyl chloride,6337,CHEBI:47554
1199,Ethyl loflazepate,3299,CHEBI:31573
1200,Ethylmorphine,5359271,CHEBI:4902
1201,Ethynodiol diacetate,9270,CHEBI:31580
1202,Eticlopride,57267,CHEBI:92874
1203,Etidocaine,37497,CHEBI:4904
1204,Etidronic acid,3305,CHEBI:4907
1205,Etifoxine,135413553,CHEBI:135272
1206,Etilefrine,3306,CHEBI:91518
1207,Etilevodopa,170345,CHEBI:135971
1208,Etiracetam,59708,CHEBI:176724
1209,Etizolam,3307,CHEBI:31583
1210,Etofenamate,35375,CHEBI:94731
1211,Etofibrate,65777,CHEBI:135535
1212,Etoglucid,16058,CHEBI:82542
1213,Etomidate,667484,CHEBI:4910
1214,Etonogestrel,6917715,CHEBI:50777
1215,Etoperidone,40589,CHEBI:135589
1216,Etoposide,36462,CHEBI:4911
1217,Etoricoxib,123619,CHEBI:6339
1218,Etorphine,644209,CHEBI:4912
1219,Etrasimod,44623998,CHEBI:229230
1220,Etravirine,193962,CHEBI:63589
1221,Etretinate,5282375,CHEBI:4913
1222,Etybenzatropine,20055089,CHEBI:135972
1223,Etynodiol,14687,CHEBI:50785
1224,Everolimus,6442177,CHEBI:68478
1225,Evogliptin,25022354,
1226,Exatecan,151115,CHEBI:135709
1227,Exemestane,60198,CHEBI:4953
1228,Exisulind,5472495,CHEBI:64212
1229,Ezetimibe,150311,CHEBI:49040
1230,Ezogabine,121892,CHEBI:68584
1231,Fabomotizole,9862937,CHEBI:135309
1232,Fallypride,10021692,
1233,Famotidine,5702160,
1234,Famphur,5859,CHEBI:38677
1235,Farnesyl diphosphate,445713,CHEBI:17407
1236,Farnesyl thiopyrophosphate,657041,
1237,Fasitibant,11498853,
1238,Fasudil,3547,CHEBI:43871
1239,Favipiravir,492405,CHEBI:134722
1240,Fazadinium bromide,6321422,
1241,Febarbamate,25803,CHEBI:135655
1242,Febuxostat,134018,CHEBI:31596
1243,Fedratinib,16722836,CHEBI:91408
1244,Felbamate,3331,CHEBI:4995
1245,Felbinac,3332,CHEBI:31597
1246,Felcisetrag,11961293,
1247,Felodipine,3333,CHEBI:585948
1248,Fenbufen,3335,CHEBI:31599
1249,Fencamfamin,14584,CHEBI:134895
1250,Fendiline,3336,CHEBI:94434
1251,Fenethylline,19527,CHEBI:135451
1252,Fenofibrate,3339,CHEBI:5001
1253,Fenofibric acid,64929,CHEBI:83469
1254,Fenoldopam,3341,CHEBI:5002
1255,Fenoprofen,3342,CHEBI:5004
1256,Fenoterol,3343,CHEBI:149226
1257,Fenozolone,135436543,CHEBI:134865
1258,Fenpiverinium,71490,CHEBI:94773
1259,Fenproporex,61810,CHEBI:134837
1260,Fenprostalene,72734332,
