InChIKey14,DrugName,DrugID,Source,DrugName_Normalized
NIVZHWNOUVJHKV,Bethanidine,419,Drug_A,bethanidine
XHOLNRLADUSQLD,Betrixaban,420,Drug_A,betrixaban
QGJZLNKBHJESQX,Betulinic Acid,421,Drug_A,betulinic acid
HXLAFSUPPDYFEO,Bevantolol,422,Drug_A,bevantolol
UHUMRJKDOOEQIG,Bevonium,423,Drug_A,bevonium
BTCRKOKVYTVOLU,Bexagliflozin,424,Drug_A,bexagliflozin
NAVMQTYZDKMPEU,Bexarotene,425,Drug_A,bexarotene
IIBYAHWJQTYFKB,Bezafibrate,426,Drug_A,bezafibrate
FLKWNFFCSSJANB,Bezitramide,427,Drug_A,bezitramide
OFYVIGTWSQPCLF,Bicifadine,428,Drug_A,bicifadine
RZQNBTMGBODDSK,Bicisate,429,Drug_A,bicisate
SOLUWJRYJLAZCX,Bictegravir,430,Drug_A,bictegravir
WFTSRDISOMSAQC,Bietaserpine,431,Drug_A,bietaserpine
QSQQPMHPCBLLGX,Bifemelane,432,Drug_A,bifemelane
CYGODHVAJQTCBG,Bifeprunox,433,Drug_A,bifeprunox
OCAPBUJLXMYKEJ,Bifonazole,434,Drug_A,bifonazole
ACCMWZWAEFYUGZ,Bilastine,435,Drug_A,bilastine
AQOKCDNYWBIDND,Bimatoprost,436,Drug_A,bimatoprost
ACWZRVQXLIRSDF,Binimetinib,437,Drug_A,binimetinib
ZCVAOQKBXKSDMS,Bioallethrin,438,Drug_B,bioallethrin
WUADCCWRTIWANL,Biochanin A,439,Drug_A,biochanin a
YSXKPIUOCJLQIE,Biperiden,440,Drug_A,biperiden
CGVWPQOFHSAKRR,Biricodar,441,Drug_A,biricodar
KHOITXIGCFIULA,Bisacodyl,442,Drug_A,bisacodyl
AKFNKZFJBFQFAA,Bisegliptin,443,Drug_A,bisegliptin
KRKNYBCHXYNGOX,Bismuth subcitrate potassium,444,Drug_A,bismuth subcitrate potassium
JAONZGLTYYUPCT,Bismuth subgallate,445,Drug_A,bismuth subgallate
GRYLNZFGIOXLOG,Bismuth subnitrate,446,Drug_A,bismuth subnitrate
ZREIPSZUJIFJNP,Bismuth subsalicylate,447,Drug_A,bismuth subsalicylate
VHYCDWMUTMEGQY,Bisoprolol,448,Drug_A,bisoprolol
BPKUDUSVDVLOPY,Bisoxatin,449,Drug_A,bisoxatin
FZGVEKPRDOIXJY,Bitolterol,450,Drug_A,bitolterol
OIRCOABEOLEUMC,Bivalirudin,451,Drug_A,bivalirudin
OYVAGSVQBOHSSS,Bleomycin,452,Drug_A,bleomycin
XVGOZDAJGBALKS,Blonanserin,453,Drug_A,blonanserin
LHHCSNFAOIFYRV,Boceprevir,454,Drug_A,boceprevir
CMXKUJNZWYTFJN,Bolandiol,455,Drug_B,bolandiol
IVFYLRMMHVYGJH,Bolasterone,456,Drug_A,bolasterone
RSIHSRDYCUFFLA,Boldenone,457,Drug_A,boldenone
UUOJIACWOAYWEZ,Bopindolol,458,Drug_A,bopindolol
BDNMABJZSXTKAQ,Bornaprine,459,Drug_A,bornaprine
GXJABQQUPOEUTA,Bortezomib,460,Drug_A,bortezomib
QDMRNLRJDHCHLB,Bortezomib D-mannitol,461,Drug_A,bortezomib d-mannitol
GJPICJJJRGTNOD,Bosentan,462,Drug_A,bosentan
UBPYILGKFZZVDX,Bosutinib,463,Drug_A,bosutinib
KQNZDYYTLMIZCT,Brefeldin A,464,Drug_A,brefeldin a
PHEZJEYUWHETKO,Brequinar,465,Drug_A,brequinar
AAQOQKQBGPPFNS,Bretylium,466,Drug_A,bretylium
AURFZBICLPNKBZ,Brexanolone,467,Drug_A,brexanolone
ZKIAIYBUSXZPLP,Brexpiprazole,468,Drug_A,brexpiprazole
AILRADAXUVEEIR,Brigatinib,469,Drug_A,brigatinib
PMKMNTBZJOXTJW,Brilaroxazine,470,Drug_A,brilaroxazine
XYLJNLCSTIOKRM,Brimonidine,471,Drug_A,brimonidine
WXJFKKQWPMNTIM,Brincidofovir,472,Drug_A,brincidofovir
HCRKCZRJWPKOAR,Brinzolamide,473,Drug_A,brinzolamide
MSYKRHVOOPPJKU,Brivaracetam,474,Drug_A,brivaracetam
WZXHSWVDAYOFPE,Brofaromine,475,Drug_A,brofaromine
VMIYHDSEFNYJSL,Bromazepam,476,Drug_A,bromazepam
ZBPLOVFIXSTCRZ,Bromfenac,477,Drug_B,bromfenac
CMCCHHWTTBEZNM,Bromisoval,478,Drug_A,bromisoval
OZVBMTJYIDMWIL,Bromocriptine,479,Drug_A,bromocriptine
NUNIWXHYABYXKF,Bromodiphenhydramine,480,Drug_A,bromodiphenhydramine
SKTFQHRVFFOHTQ,Bromotheophylline,481,Drug_A,bromotheophylline
RKLNONIVDFXQRX,Bromperidol,482,Drug_A,bromperidol
ZDIGNSYAACHWNL,Brompheniramine,483,Drug_A,brompheniramine
UMSGKTJDUHERQW,Brotizolam,484,Drug_A,brotizolam
WOVKYSAHUYNSMH,Broxuridine,485,Drug_B,broxuridine
MJQUEDHRCUIRLF,Bryostatin 1,486,Drug_A,bryostatin 1
FBMYKMYQHCBIGU,Bucindolol,487,Drug_A,bucindolol
MOYGZHXDRJNJEP,Buclizine,488,Drug_A,buclizine
VOVIALXJUBGFJZ,Budesonide,489,Drug_A,budesonide
QIHLUZAFSSMXHQ,Budipine,490,Drug_A,budipine
MXJWRABVEGLYDG,Bufexamac,491,Drug_A,bufexamac
OWYLAEYXIQKAOL,Buflomedil,492,Drug_A,buflomedil
XSEUMFJMFFMCIU,Buformin,493,Drug_A,buformin
VTTONGPRPXSUTJ,Bufotenine,494,Drug_A,bufotenine
SSEBTPPFLLCUMN,Bufuralol,495,Drug_A,bufuralol
FLWFHHFTIRLFPV,Bumadizone,496,Drug_A,bumadizone
MAEIEVLCKWDQJH,Bumetanide,497,Drug_A,bumetanide
WWGZXRYELYWJBD,Bunaftine,498,Drug_B,bunaftine
RHLJLALHBZGAFM,Bunazosin,499,Drug_A,bunazosin
LEBVLXFERQHONN,Bupivacaine,500,Drug_A,bupivacaine
HQIRNZOQPUAHHV,Bupranolol,501,Drug_A,bupranolol
RMRJXGBAOAMLHD,Buprenorphine,502,Drug_A,buprenorphine
SNPPWIUOZRMYNY,Bupropion,503,Drug_A,bupropion
QWCRAEMEVRGPNT,Buspirone,504,Drug_A,buspirone
COVZYZSDYWQREU,Busulfan,505,Drug_A,busulfan
ZRIHAIZYIMGOAB,Butabarbital,506,Drug_A,butabarbital
HQFWVSGBVLEQGA,Butacaine,507,Drug_A,butacaine
UZVHFVZFNXBMQJ,Butalbital,508,Drug_A,butalbital
IUWVALYLNVXWKX,Butamben,509,Drug_A,butamben
VWYQKFLLGRBICZ,Butanilicaine,510,Drug_A,butanilicaine
DVLBYTMYSMAKHP,Butaperazine,511,Drug_A,butaperazine
HGBFRHCDYZJRAO,Buthiazide,512,Drug_A,buthiazide
KJQFBVYMGADDTQ,Buthionine sulfoximine,513,Drug_A,buthionine sulfoximine
STDBAQMTJLUMFW,Butobarbital,514,Drug_A,butobarbital
IFKLAQQSCNILHL,Butorphanol,515,Drug_A,butorphanol
HJXMNVQARNZTEE,Butylphthalide,516,Drug_A,butylphthalide
YBCNXCRZPWQOBR,Butylscopolamine,517,Drug_A,butylscopolamine
QQOMYEQLWQJRKK,Butyrfentanyl,518,Drug_A,butyrfentanyl
AWBGQVBMGBZGLS,Butyrylthiocholine,519,Drug_A,butyrylthiocholine
LGZKGOGODCLQHG,CA4P,520,Drug_A,ca4p
MLDQJTXFUGDVEO,CM-4307,521,Drug_A,cm-4307
PLIVFNIUGLLCEK,CUDC-101,522,Drug_A,cudc-101
BMQGVNUXMIRLCK,Cabazitaxel,523,Drug_A,cabazitaxel
KORNTPPJEAJQIU,Cabergoline,524,Drug_A,cabergoline
WCWSTNLSLKSJPK,Cabotegravir,525,Drug_B,cabotegravir
ONIQOQHATWINJY,Cabozantinib,526,Drug_A,cabozantinib
QLTVVOATEHFXLT,Cadralazine,527,Drug_A,cadralazine
UJSKUDDDPKGBJY,Cafedrine,528,Drug_A,cafedrine
RYYVLZVUVIJVGH,Caffeine,529,Drug_A,caffeine
JWUBBDSIWDLEOM,Calcifediol,530,Drug_A,calcifediol
GMRQFYUYWCNGIN,Calcitriol,531,Drug_A,calcitriol
OYPRJOBELJOOCE,Calcium,532,Drug_A,calcium
BHPQYMZQTOCNFJ,Calcium cation,533,Drug_A,calcium cation
YPCRNBPOUVJVMU,Calcium glubionate anhydrous,534,Drug_B,calcium glubionate anhydrous
KWMLJOLKUYYJFJ,Calcium glucoheptonate,535,Drug_A,calcium glucoheptonate
RGHNJXZEOKUKBD,Calcium gluconate,536,Drug_A,calcium gluconate
JOOXCMJARBKPKM,Calcium levulinate,537,Drug_A,calcium levulinate
ZQTHOIGMSJMBLM,Calcium pangamate,538,Drug_B,calcium pangamate
FKAWLXNLHHIHLA,Calyculin A,539,Drug_A,calyculin a
PXBVEXGRHZFEOF,Camazepam,540,Drug_A,camazepam
VSJKWCGYPAHWDS,Camptothecin,541,Drug_B,camptothecin
RYOOHIUJEJZCFT,Camylofin,542,Drug_A,camylofin
XTNGUQKDFGDXSJ,Canagliflozin,543,Drug_A,canagliflozin
HTQMVQVXFRQIKW,Candesartan,544,Drug_A,candesartan
GHOSNRCGJFBJIB,Candesartan cilexetil,545,Drug_A,candesartan cilexetil
OPGSFDUODIJJGF,Candicidin,546,Drug_A,candicidin
ZTWZVMIYIIVABD,Candoxatril,547,Drug_B,candoxatril
OMZCMEYTWSXEPZ,Canertinib,548,Drug_B,canertinib
PAEBIVWUMLRPSK,Cangrelor,549,Drug_A,cangrelor
QHMBSVQNZZTUGM,Cannabidiol,550,Drug_A,cannabidiol
REOZWEGFPHTFEI,Cannabidivarin,551,Drug_A,cannabidivarin
VBGLYOIFKLUMQG,Cannabinol,552,Drug_A,cannabinol
PBKZPPIHUVSDNM,Canrenoic acid,553,Drug_A,canrenoic acid
UJVLDDZCTMKXJK,Canrenone,554,Drug_A,canrenone
GAGWJHPBXLXJQN,Capecitabine,555,Drug_A,capecitabine
JDUBGYFRJFOXQC,Capivasertib,556,Drug_A,capivasertib
LIOLIMKSCNQPLV,Capmatinib,557,Drug_A,capmatinib
YQXCVAGCMNFUMQ,Capravirine,558,Drug_B,capravirine
JNIIDKODPGHQSS,Capreomycin,559,Drug_A,capreomycin
WWZKQHOCKIZLMA,Caprylic acid,560,Drug_B,caprylic acid
YKPUWZUDDOIDPM,Capsaicin,561,Drug_A,capsaicin
IZLPZXSZLLELBJ,Captodiame,562,Drug_A,captodiame
FAKRSMQSSFJEIM,Captopril,563,Drug_A,captopril
FFGPTBGBLSHEPO,Carbamazepine,564,Drug_A,carbamazepine
